nombre,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,url,id_link_producto,error_type,titulo,producto_nombre,fecha_extraccion
Mani Pelado Pehuamar 75 gr,2071.43,2071.43,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/mani_pelado_pehuamar_75_gr,4108,,,,
Mani Pelado Pehuamar 135 gr,3314.29,3314.29,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/mani_pelado_pehuamar_135_gr,4109,,,,
Galletitas Aires de Lujan X180Gr chocolate,871.15,740.48,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_aires_de_lujan_x180gr_chocolate,3767,,,,
Galletitas Rellena Polvorita Lia Vainilla X 80 Gr,677.99,677.99,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_rellena_polvorita_lia_vainilla_x_80_gr,3768,,,,
Galletitas Pepas Aires de Lujan x 180gr,869.20,738.82,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_pepas_aires_de_lujan_x_180gr,3769,,,,
Galletita Pepa Trio x 200 G,1059.05,1059.05,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_pepa_trio_x_200_g,3770,,,,
Galletitas Melba Terrabusi 120 G,1691.66,1691.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_melba_terrabusi_120_g,3771,,,,
Galletitas Chocolate Chocolinas 100 Gr,1223.06,1223.06,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_chocolate_chocolinas_100_gr,3772,,,,
GALLETITAS RELLENAS DELICIAS DE LA NONNA X160G VAINILLA,1040.13,1040.13,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_rellenas_delicias_de_la_nonna_x160g_vainilla,3773,,,,
Galletitas rellenas Delicias de la Nonna x160g Frutilla,1040.13,1040.13,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_rellenas_delicias_de_la_nonna_x160g_frutilla,3774,,,,
Galletita Mana Acaramelada x145 gr,1336.11,1336.11,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_mana_acaramelada_x145_gr,3775,,,,
Galletitas Polvoritas Vainilla x 152 gr,1067.16,1067.16,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_polvoritas_vainilla_x_152_gr,3776,,,,
Galletitas Clasicas Mini Oreo 50 Gr,1186.19,1186.19,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_clasicas_mini_oreo_50_gr2,3777,,,,
Galletitas Cofler Vainilla Rellenas de Chocolate 85 Gr,1311.18,1311.18,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_cofler_vainilla_rellenas_de_chocolate_85_gr,3778,,,,
Galletitas Macucas Chocolates x 110 Gr,1120.20,1120.20,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_macucas_chocolates__x_110_gr,3779,,,,
Galletitas Cofler Rellenas Choco Creamy 85 Gr,1068.89,1068.89,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_cofler_rellenas_choco_creamy_85_gr,3780,,,,
Triangulitos de Hojaldre Azucarado Mafalda x150g,1503.98,1503.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/triangulitos_de_hojaldre_azucarado_mafalda_x150g2,3781,,,,
Galletita Mana de Chocolate 136 G,1233.33,1233.33,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_mana_de_chocolate_136_g,3782,,,,
Galletita C/Chips de Chocolate Tubo Fantoche x 155gr,1172.65,1172.65,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_cchips_de_chocolate_tubo_fantoche_x_155gr,3783,,,,
Galletitas Cofler Rellenas Bon o Bon 85 Gr,1211.41,1211.41,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_cofler_rellenas_bon_o_bon_85_gr,3784,,,,
Bizcochos 9 De Oro Cara Sucia 200 Gr,1558.66,1558.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/bizcochos_9_de_oro_cara_sucia_200_gr,3785,,,,
Galletitas Pepas Recetas de la Abuela Arcor x 183 Gr,1541.66,1541.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_pepas_recetas_de_la_abuela_arcor_x_183_gr,3786,,,,
Galletitas Vainilla con Chocolate Formis 102 Gr,1438.90,1438.90,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_vainilla_con_chocolate_formis_102_gr,3787,,,,
Galletitas Rellena Amor 110 Gr,1541.66,1541.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_rellena_amor_110_gr,3788,,,,
Galletitas Dulces Porteñitas 139g,1438.90,1438.90,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_dulces_portenitas_139g,3789,,,,
Galletitas Dulce con Miel Melitas 159 Gr,1438.90,1438.90,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_dulce_con_miel_melitas_159_gr,3790,,,,
Galletitas Frutilla Merengadas 88 Gr,1494.26,1494.26,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_frutilla_merengadas_88_gr,3791,,,,
Galletitas Granovita Granix sabor Coco 140 gr,1501.20,1501.20,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_granovita_granix_sabor_coco_140_gr,3792,,,,
Galletita Polvorita Chocolate/vainilla 152 grs,1321.98,1321.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_polvorita_chocolatevainilla_152_grs,3793,,,,
Galletitas Chocolate Rumba Original 110 Gr,1644.44,1644.44,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_chocolate_rumba_original_110_gr,3794,,,,
Galletitas Dulces Rellenas Sabor Frambuesa Sonrisas x 108 Gr,1545.78,1545.78,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_dulces_rellenas_sabor_frambuesa_sonrisas_x_108_gr,3795,,,,
Galletitas Trio Tartelette Frutilla x 300gr,1930.47,1930.47,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_trio_tartelette_frutilla_x_300gr,3796,,,,
Galletita de Chocolate Mini Polvorita 152 Gr,1144.09,1144.09,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_de_chocolate__mini_polvorita_152_gr,3797,,,,
Galletitas Duquesa 120gr,1452.04,1452.04,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_duquesa_120gr2,3798,,,,
Galletita Brigitte Chocolate y Limon 9 de Oro 120 Gr,1451.95,1451.95,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_brigitte_chocolate_y_limon_9_de_oro_120_gr,3799,,,,
Galletitas Pepitos Con Chispas de Cadbury 119 Gr,2023.85,2023.85,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_pepitos_con_chispas_de_cadbury__119_gr,3800,,,,
Galletitas Boca De Dama Terrabusi 170 G,1651.43,1651.43,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_boca_de_dama_terrabusi_170_g,3801,,,,
Galletitas Scons Terrabusi 160 G,1482.98,1482.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_scons_terrabusi_160_g,3802,,,,
Galletitas Mana Rellena Sabor A Limon Arcor x 152 Gr,1747.23,1747.23,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_mana_rellena_sabor_a_limon_arcor_x_152_gr,3803,,,,
Galletitas Mana Rellena De Vainilla x 152 Gr,1747.23,1747.23,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_mana_rellena_de_vainilla_x_152_gr,3804,,,,
Galletitas Mana Rellenas Chocolate 152 G,1593.06,1593.06,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_mana_rellenas_chocolate_152_g,3805,,,,
Galletitas Trio Frolitas 300 Gr,2019.20,2019.20,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_trio_frolitas_300_gr,3806,,,,
Galletita Hamlet Vainilla/choco x 152 grs,1626.94,1626.94,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_hamlet_vainillachoco_x_152_grs,3807,,,,
Galletitas Coco Coquitas 177 Gr,2004.16,2004.16,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_coco_coquitas_177_gr,3808,,,,
Galletitas Cofler Cookies 120 Gr,1737.97,1737.97,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_cofler_cookies_120_gr,3809,,,,
Galletas Chocolate Chocolinas 170 Gr,2004.16,2004.16,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletas_chocolate_chocolinas_170_gr2,3810,,,,
Galletitas Clasicas Sabor Coco Lincoln 153 Gr,2184.39,2184.39,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_clasicas_sabor_coco_lincoln_153_gr,3811,,,,
Galletitas Pepas Delicias de La Nonna 350 Gr,2208.22,2208.22,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_pepas_delicias_de_la_nonna_350_gr,3812,,,,
Galletitas Oreo 118 Gr,1950.73,1950.73,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_oreo_118_gr,3813,,,,
Galletitas Surtidas Diversion 400 Gr,2363.89,2363.89,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_surtidas_diversion_400_gr2,3814,,,,
Galletita Cereal Mix Avena Y Pasas 207 Gr,2466.66,2466.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_cereal_mix_avena_y_pasas_207_gr,3815,,,,
Galletitas Cereal Mix Frutilla y Chia 207 Gr,2466.66,2466.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_cereal_mix_frutilla_y_chia_207_gr,3816,,,,
Galletitas Cereal Mix Semilla & Chips x 207 gr,2261.09,2261.09,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_cereal_mix_semilla__chips_x_207_gr,3817,,,,
Galletitas Trio Frolitas Batata 300Gr,2103.74,2103.74,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_trio_frolitas_batata_300gr,3818,,,,
Galletitas Chocolinas Blanco 245 Gr,2302.25,2302.25,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_chocolinas_blanco_245_gr,3819,,,,
Galletitas Dulces Tostex Miel y Avena X270Gr,2665.44,2665.44,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_dulces_tostex_miel_y_avena_x270gr,3820,,,,
Galletita Lincoln Clasica 219 Gr,2599.05,2599.05,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_lincoln_clasica_219_gr,3821,,,,
Galletitas Chocolinas Negro 258 Gr,2466.68,2466.68,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_chocolinas_negro_258_gr,3822,,,,
Galletitas Chocolate Chocolinas 250 Gr,2672.22,2672.22,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_chocolate_chocolinas_250_gr2,3823,,,,
Galletita Oreo De Chocolate Sin Gluten 95 Gr,2757.63,2757.63,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_oreo_de_chocolate_sin_gluten_95_gr,3824,,,,
Galletitas Clasicas Terrabusi Variedad 390 Gr,2507.47,2507.47,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_clasicas_terrabusi_variedad_390_gr,3825,,,,
Galletitas Surtido Bagley x400 Gr,3802.75,3802.75,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_surtido_bagley_x400_gr,3826,,,,
Sonrisas Frambuesa Pack x3,4292.00,4292.00,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/sonrisas_frambuesa_pack_x3,3827,,,,
Galletitas clasicas Terrabusi Variedad 590 Gr,4137.29,4137.29,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_clasicas_terrabusi_variedad_590_gr,3828,,,,
Galletitas Choco C/Vainilla Rumba 330 Gr,4440.00,4440.00,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_choco_cvainilla_rumba_330_gr,3829,,,,
Galletita Rellena Amor 330 Gr,4440.00,4440.00,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletita_rellena_amor_330_gr,3830,,,,
Galletitas Mellizas Pack x3 330 Gr,4440.00,4440.00,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_mellizas_pack_x3_330_gr,3831,,,,
Galletitas Merengadas Pack x3 264 Gr,4440.00,4440.00,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_merengadas_pack_x3_264_gr,3832,,,,
Galletitas Oreo Rellenas Tripack 354 Gr,5531.06,5531.06,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_oreo_rellenas_tripack_354_gr,3833,,,,
Bizcochos Azucarados 9 De Oro 210 Gr,1709.44,1709.44,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/bizcochos_azucarados_9_de_oro_210_gr2,3834,,,,
Bizcochos Agridulces 9 De Oro 200 Gr,1768.39,1768.39,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/bizcochos_agridulces_9_de_oro_200_gr2,3835,,,,
Galletitas De Agua Media Tarde 105gr,542.94,542.94,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_media_tarde_105gr,3836,,,,
Galletitas Serranitas Saladas 105 G,616.66,616.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_serranitas_saladas_105_g,3837,,,,
Galletitas De Agua Criollitas 100 Gr,715.33,715.33,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_criollitas_100_gr2,3838,,,,
Galletitas De Agua Traviata 108 Gr,786.61,786.61,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_traviata_108_gr,3839,,,,
Galletitas Serranas Sandwich 112 g,830.33,830.33,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_serranas_sandwich_112_g,3840,,,,
Galletitas Granagua Sandwich Granix 200 Gr,1527.66,1527.66,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_granagua_sandwich_granix_200_gr,3841,,,,
Galletitas Serranitas x 3 315 G,1747.28,1747.28,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_serranitas_x_3_315_g,3842,,,,
Galletitas De Agua Traviata x 3 324 Gr,1837.26,1837.26,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_traviata_x_3_324_gr,3843,,,,
Galletitas Serranas Sandwich X 3 336 g,2261.53,2261.53,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_serranas_sandwich_x_3_336_g,3844,,,,
Galletitas De Agua Familiar Criollitas 300 Gr,2206.30,2206.30,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_familiar_criollitas_300_gr2,3845,,,,
Galletitas La Providencia Pack Familiar x5 505 G,2554.03,2554.03,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_la_providencia_pack_familiar_x5_505_g,3846,,,,
Galletitas De Agua Original Criollitas 500 Gr,3304.21,3304.21,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_original_criollitas_500_gr2,3847,,,,
Galletitas De Agua Traviata 505 Gr,3412.16,3412.16,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/galletitas_de_agua_traviata_505_gr,3848,,,,
Harina de Maiz Danubio 700 Gr,1694.00,1694.00,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_maiz_danubio_700_gr,3849,,,,
Harina de Maiz Crema Catini 1 kG,2224.16,2224.16,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_maiz_crema_catini_1_kg,3850,,,,
Harina de Maiz Amarilla Indelma 900 G,2175.44,2175.44,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_maiz_amarilla_indelma_900_g,3851,,,,
Harina de trigo Tassara X1Kg 000,847.34,847.34,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_trigo_tassara_x1kg_000,3852,,,,
Harina De Trigo 000 Favorita 1 Kg,959.98,959.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_trigo_000_favorita_1_kg2,3853,,,,
Harina De Trigo Tipo 000 Cañuelas Ultra Refinada 1Kg,1084.55,1084.55,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_trigo_tipo_000_canuelas_ultra_refinada_1kg,3854,,,,
Harina Leudante Pureza Ultra Ref. 1 Kg,1773.24,1773.24,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_leudante_pureza_ultra_ref_1_kg,3855,,,,
Harina De Trigo Leudante Blancaflor 1kg,1838.57,1838.57,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/harina_de_trigo_leudante_blancaflor_1kg2,3856,,,,
Polenta Instantanea Presto Pronta Arcor 490 Gr,1338.07,1338.07,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/polenta_instantanea_presto_pronta_arcor_490_gr,3857,,,,
Polenta Instantanea Presto Pronta Arcor 730 Gr,2566.14,2566.14,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/polenta_instantanea_presto_pronta_arcor_730_gr,3858,,,,
Arroz Largo Fino Poramba 500 Gr,954.61,954.61,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_poramba_500_gr,3859,,,,
Arroz Largo Fino 00000 Lucchetti 500 g,1123.15,1123.15,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_00000_lucchetti_500_g,3860,,,,
Arroz Largo Fino 00000 Danubio 1000 Gr,1497.38,1497.38,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_00000_danubio_1000_gr,3861,,,,
Arroz Largo Fino 00000 Cañuelas 1 Kg,1864.57,1864.57,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_00000_canuelas_1_kg,3862,,,,
Arroz Largo Fino 00000 Extra Real 1 Kg,1677.06,1677.06,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_00000_extra_real_1_kg,3863,,,,
Arroz Largo Fino Poramba 1 Kg,1113.71,1113.71,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_poramba_1_kg,3864,,,,
Arroz Largo Fino 0000 Ñangapiri 1Kg,1397.30,1397.30,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_largo_fino_0000_nangapiri_1kg,3865,,,,
Arroz Pulido Largo Fino 00000 Gallo 1kg,2868.75,2868.75,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/arroz_pulido_largo_fino_00000_gallo_1kg,3866,,,,
Fideo Spaguetti Santa Isabel 500 Gr,979.13,979.13,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideo_spaguetti_santa_isabel_500_gr,3867,,,,
Fideos Tallarines Santa Isabel 500 Gr,704.70,704.70,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_tallarines_santa_isabel_500_gr,3868,,,,
Fideos Spaghetti Cica 500 Grs,1336.63,1336.63,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_spaghetti_cica_500_grs2,3869,,,,
Fideos Largos Tallarines Lucchetti 500 Gr,1484.98,1484.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_largos_tallarines_lucchetti_500_gr2,3870,,,,
Fideos Tallarines Terrabusi 500gr,1192.52,1192.52,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_tallarines_terrabusi_500gr2,3871,,,,
Spaghetti Terrabusi 500gr,1351.54,1351.54,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/spaghetti_terrabusi_500gr2,3872,,,,
Fideos Spaghetti Arcor 500 g,1697.53,1697.53,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_spaghetti_arcor_500_g,3873,,,,
Fideos Tallarin Arcor 500 g,1904.44,1904.44,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_tallarin_arcor_500_g,3874,,,,
Fideos Spaghetti La Campagnola 500 Gr,1940.92,1940.92,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_spaghetti_la_campagnola_500_gr,3875,,,,
Fideos Largos Spaghetti Lucchetti 500 Gr,1594.98,1594.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_largos_spaghetti_lucchetti_500_gr2,3876,,,,
Fideos Lucchetti Tallarin Al Huevo 500 Gr,1987.91,1987.91,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_lucchetti_tallarin_al_huevo_500_gr,3877,,,,
Fideos Tallarin La Campagnola 500 Gr,1805.05,1805.05,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_tallarin_la_campagnola_500_gr,3878,,,,
Fideos Spaghetti Don Felipe 500gr,2883.57,2883.57,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_spaghetti_don_felipe_500gr2,3879,,,,
Fideos Lucchetti Spaghetti Al Huevo 500 Gr,2511.89,2511.89,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/fideos_lucchetti_spaghetti_al_huevo_500_gr,3880,,,,
Aceite De Girasol Familia Vicentin 900 Ml,3572.04,3572.04,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite_de_girasol_familia_vicentin_900_ml,3881,,,,
"Aceite De Girasol Natura 1,5 Lt",6891.43,6891.43,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite_de_girasol_natura_15_lt,3882,,,,
Aceite De Girasol Cañuelas 900 Ml,4443.72,4443.72,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite_de_girasol_canuelas_900_ml,3883,,,,
Aceite De Girasol Natura 900 Ml,4352.60,4352.60,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite_de_girasol_natura_900_ml,3884,,,,
Aceite de Girasol Costa Del Sol 900 Ml,3002.80,3002.80,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite_de_girasol_costa_del_sol_900_ml,3885,,,,
Aceite de Girasol Natura x 5 lts,22749.63,22749.63,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite_de_girasol_natura_x_5_lts,3886,,,,
Aceite de Girasol Natura x 3 lts,13649.78,13649.78,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/aceite__de_girasol_natura_x_3_lts,3887,,,,
Manteca sin sal Cremigal x 100 gr,1827.04,1552.98,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/manteca_sin_sal_cremigal_x_100_gr,3888,,,,
Manteca Clasica La Serenisima x 200 Gr,3639.44,3639.44,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/manteca_clasica_la_serenisima_x_200_gr,3889,,,,
Manteca La Serenisima 100 Gr,2000.70,2000.70,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/manteca_la_serenisima_100_gr2,3890,,,,
Leche Entera Sachet Larga Vida Cremigal 1 LT,1528.17,1528.17,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_sachet_larga_vida_cremigal_1_lt,3891,,,,
Leche Entera Uat Tregar 1lt,2028.67,2028.67,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_uat_tregar_1lt2,3892,,,,
Leche Entera Clasica La Serenisima Sachet 1l,1754.26,1754.26,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_clasica_la_serenisima_sachet_1l2,3893,,,,
Leche Entera Milkaut x 1 Litro,2250.36,2250.36,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_milkaut_x_1_litro,3894,,,,
Leche Entera 3% Clasica La Serenisima 1 Lt,2067.38,2067.38,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_3_clasica_la_serenisima_1_lt,3895,,,,
Leche Entera Uat Ilolay 1 Lt,2280.03,2280.03,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_uat_ilolay_1_lt2,3896,,,,
Leche Entera 3% Larga Vida La Serenisima 1 Lt,1912.65,1912.65,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_entera_3_larga_vida_la_serenisima_1_lt,3897,,,,
Leche En Polvo Entera la Serenisima 200 Gr,3690.03,3690.03,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_entera_la_serenisima_200_gr,3898,,,,
Leche En Polvo Nido Fortigrow X 200gr,3862.81,3862.81,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_nido_fortigrow_x_200gr,3899,,,,
Leche En Polvo Entera Purisima 400 Gr,4172.23,4172.23,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_entera_purisima_400_gr2,3900,,,,
Leche en Polvo Nestle La Lechera 400 Gr,5063.49,5063.49,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_nestle_la_lechera_400_gr,3901,,,,
Leche en Polvo Entera Ilolay 400 Gr,5649.72,5649.72,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_entera_ilolay_400_gr,3902,,,,
Leche En Polvo Entera La Serenisima 400gr,7136.76,7136.76,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_entera_la_serenisima_400gr2,3903,,,,
Leche En Polvo Nutri Fuerza La Lechera 800 Gr,7818.85,7818.85,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_nutri_fuerza_la_lechera_800_gr,3904,,,,
Leche En Polvo Entero Milkaut 800 Gr,11018.68,11018.68,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/leche_en_polvo_entero_milkaut_800_gr,3906,,,,
Queso Crema Clasico Tregar 190g,3366.62,3366.62,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/queso_crema_clasico_tregar_190g,3907,,,,
Queso Crema Casancrem Clasico La Serenísima 290 G,4386.65,4386.65,0,,Ninguno,2026-06-13,Delimart,https://www.delimart.com.ar/queso_crema_casancrem_clasico_la_serenisima_290_g,3908,,,,
